id,Price
0,5599358.5
1,14070625.0
2,8789957.0
3,10982143.0
4,3978657.2
5,6464259.0
6,7484650.5
7,5784743.5
8,6921422.5
9,10030948.0
10,6888940.5
11,8494345.0
12,15333688.0
13,4964974.5
14,3091864.2
15,9211908.0
16,9024770.0
17,4924285.0
18,14698207.0
19,2990543.5
20,12492624.0
21,13472686.0
22,9619238.0
23,10778422.0
24,5169380.0
25,8182060.0
26,10982143.0
27,10573631.0
28,10485938.0
29,14531803.0
30,8432186.0
31,7646880.0
32,8594855.0
33,11790285.0
34,8401256.0
35,12702291.0
36,7357321.0
37,8327690.5
38,6063936.0
39,23583624.0
40,11204554.0
41,12981505.0
42,4463026.0
43,11901059.0
44,12577041.0
45,9528890.0
46,8959670.0
47,10152466.0
48,9548905.0
49,9462625.0
50,13522427.0
51,9030121.0
52,7672334.0
53,3781568.2
54,12426918.0
55,10568024.0
56,12058372.0
57,14560188.0
58,6408726.0
59,13097312.0
60,10804588.0
61,9083670.0
62,6229431.5
63,2688832.8
64,13932042.0
65,9211908.0
66,10356094.0
67,15690654.0
68,13006009.0
69,16448014.0
70,22773218.0
71,2708901.0
72,18779224.0
73,8828029.0
74,8740986.0
75,6387981.5
76,19097804.0
77,5210606.0
78,3952801.5
79,3443009.2
80,10882719.0
81,17349784.0
82,8960136.0
83,14077278.0
84,5299468.0
85,7115492.5
86,17523424.0
87,13264534.0
88,13986310.0
89,8943658.0
90,25278524.0
91,11538387.0
92,4671209.5
93,8062590.5
94,14483342.0
95,9674221.0
96,12251960.0
97,4322733.5
98,6133482.5
99,17138318.0
100,5508925.0
101,7970849.0
102,15439098.0
103,25704352.0
104,2381146.8
105,14331389.0
106,7794939.5
107,10356094.0
108,17399232.0
109,11939107.0
110,4847148.0
111,2480034.8
112,3017243.2
113,3141225.0
114,11371290.0
115,6577821.5
116,10175716.0
117,7888611.0
118,7206821.5
119,13842484.0
120,3374838.2
121,19251870.0
122,6632723.5
123,6439388.0
124,2862298.8
125,14408643.0
126,13527910.0
127,9589273.0
128,13603341.0
129,4576856.5
130,4150065.2
131,12581482.0
132,15342109.0
133,5123625.5
134,3717112.0
135,15121730.0
136,2805534.0
137,11928305.0
138,22735702.0
139,11469663.0
140,17057488.0
141,13508861.0
142,2109296.5
143,13304885.0
144,13006009.0
145,4754531.0
146,4827837.5
147,9935478.0
148,2381146.8
149,13677159.0
150,7468268.0
151,8889108.0
152,6211834.0
153,13776512.0
154,2675524.0
155,11850158.0
156,5297959.5
157,11233560.0
158,14939027.0
159,5144184.5
160,16448014.0
161,9621651.0
162,19081516.0
163,11599782.0
164,13240809.0
165,13804083.0
166,10587793.0
167,17511822.0
168,14560188.0
169,8832705.0
170,9473914.0
171,14181660.0
172,3424633.8
173,3463711.8
174,5918471.0
175,9699987.0
176,12756681.0
177,4078983.2
178,14780948.0
179,13919461.0
180,6582845.0
181,12942641.0
182,13098769.0
183,16423944.0
184,10622134.0
185,4229000.5
186,5906110.0
187,11806323.0
188,8918710.0
189,4667096.0
190,2306618.8
191,9550513.0
192,8073304.5
193,13115953.0
194,2387527.8
195,4045521.2
196,5945037.0
197,6441123.5
198,5872073.0
199,18121158.0
200,15938482.0
201,4996747.0
202,15446959.0
203,8707314.0
204,8627190.0
205,3203032.2
206,7189066.0
207,9624643.0
208,16853352.0
209,5689045.5
210,11481267.0
211,20036894.0
212,8748450.0
213,9591768.0
214,5506949.0
215,11538387.0
216,8875181.0
217,11515673.0
218,3335333.5
219,21107522.0
220,2606808.8
221,20742174.0
222,4696685.0
223,4174503.8
224,13234336.0
225,17212786.0
226,9996830.0
227,8702952.0
228,5893710.5
229,2253904.2
230,10079452.0
231,12178996.0
232,10330650.0
233,12393407.0
234,19986678.0
235,7287072.5
236,16447058.0
237,2466913.8
238,10767918.0
239,5337325.0
240,9688825.0
241,11584171.0
242,9316183.0
243,11370540.0
244,4637584.5
245,13272447.0
246,5669598.0
247,3447972.8
248,12543976.0
249,4815908.5
250,11255535.0
251,10429860.0
252,15883899.0
253,23815652.0
254,3637470.5
255,14780948.0
256,7195495.5
257,4481388.0
258,16240971.0
259,5090168.0
260,14824754.0
261,13473168.0
262,3978657.2
263,10572114.0
264,2770989.5
265,16891086.0
266,10277891.0
267,12492624.0
268,7795355.5
269,15824475.0
270,5480973.0
271,17173754.0
272,3017243.2
273,3223047.8
274,5049981.0
275,9993611.0
276,3298925.5
277,3035977.0
278,19120380.0
279,4140605.8
280,7117920.0
281,11889528.0
282,6391322.0
283,11321939.0
284,4492662.0
285,2433187.5
286,2268896.2
287,6684106.0
288,5656372.0
289,5063109.5
290,3271054.8
291,5950221.5
292,6584427.0
293,16481036.0
294,2168969.8
295,6831719.0
296,2387527.8
297,11321939.0
298,4492662.0
299,2433187.5
300,2268896.2
301,6684106.0
302,5656372.0
303,5063109.5
304,3271054.8
305,5950221.5
306,6584427.0
307,16481036.0
308,2168969.8
309,6831719.0
310,2387527.8
311,11321939.0
312,4492662.0
313,2433187.5
314,2268896.2
315,6684106.0
316,5656372.0
317,5063109.5
318,3271054.8
319,5950221.5
320,6584427.0
321,16481036.0
322,2168969.8
323,6831719.0
324,2387527.8
