id,Price
0,6979143.584684595
1,15871391.563297225
2,12687574.658298887
3,8660499.098079473
4,5544798.66202406
5,5472316.642567243
6,7179076.41136741
7,5558200.296456222
8,7244158.99478078
9,10872674.916584967
10,7533472.201807233
11,9104754.340614986
12,14495897.516466971
13,5036905.71251545
14,2720896.998024557
15,7917722.700673852
16,10354327.495096296
17,12123419.430373102
18,14910680.617552085
19,3606329.1891664295
20,14518856.508952945
21,14241081.97124628
22,10541906.826532869
23,10916250.595502008
24,5570790.421749083
25,6953601.103880124
26,8660499.098079473
27,6907561.36792271
28,7196984.33182663
29,13535810.894795643
30,9288432.68631363
31,6816018.286449795
32,7848940.901035382
33,10345736.712158173
34,7334950.169418909
35,10838006.761798844
36,6245561.146171984
37,8501963.026647868
38,6015966.817077175
39,19505399.188389063
40,9773293.56549077
41,10218515.467691947
42,4864694.633925836
43,13648443.204244789
44,12355779.31680432
45,10387587.91475255
46,7857159.8744936995
47,9543051.983930731
48,6235892.856859629
49,6815635.266287846
50,14621143.346302243
51,8397843.692266863
52,6959024.655950291
53,3356107.695596441
54,12175053.821417697
55,9099003.560693767
56,8691582.82044176
57,13300986.0656351
58,6148126.082437337
59,13090588.992594466
60,8169996.327213817
61,9288432.68631363
62,7333161.50538088
63,3768456.119119692
64,12728769.729085946
65,7917722.700673852
66,7278063.329321161
67,8691582.82044176
68,10218515.467691947
69,18586977.71207894
70,21313208.155732643
71,2397467.980630155
72,18058560.85665912
73,8750461.784163421
74,11014829.647409052
75,6153549.634507504
76,19370909.00449793
77,4527495.233506359
78,5096767.078588261
79,4120538.514834435
80,12070585.558687195
81,15644511.728908561
82,9582112.893309763
83,15169261.027963929
84,5047870.75193719
85,11431152.554089058
86,15577016.259690076
87,13855604.962209921
88,20782969.56101221
89,10302864.207068713
90,20280797.529097795
91,11138855.136177683
92,4932559.416247514
93,5546444.167810939
94,13300986.0656351
95,9817130.774474742
96,12167872.945292033
97,6952453.132680366
98,5032854.414339015
99,19766769.247041553
100,5871611.695209716
101,5922369.681279557
102,17941803.68584022
103,25231460.03753605
104,5860913.415957899
105,17943961.470493775
106,8221459.615241398
107,7278063.329321161
108,13960016.588585502
109,8987122.571844941
110,8318932.897668806
111,3558678.407540731
112,2690669.5351757454
113,3196811.342055069
114,12039554.729313187
115,6501475.7589815715
116,5874621.553954307
117,7422977.1202922445
118,6711584.241495175
119,11833706.872706525
120,2754021.5899013993
121,17351965.373115648
122,6907146.900532037
123,6449972.859256974
124,1898447.4420113002
125,15321896.252623972
126,15673285.342101362
127,9488124.488899715
128,12583993.249934603
129,6811575.012152931
130,3956414.0811256776
131,13884345.338795781
132,13585241.033864973
133,5512112.317315009
134,4294215.688630427
135,14936339.923464054
136,4721360.246652543
137,13250072.07384452
138,21088051.95855211
139,14194994.196337221
140,18861156.54256231
141,14191610.632702488
142,4638180.040111418
143,11699948.702122303
144,10218515.467691947
145,4932309.584158854
146,4863518.256785877
147,10909768.29777593
148,5860913.415957899
149,12089378.16618479
150,7838480.312316461
151,11290204.031211916
152,8221713.581776662
153,14367117.64064828
154,2725718.7179638343
155,12060341.535573041
156,4620439.343668898
157,9992240.366311569
158,15081643.164829453
159,5894369.625260173
160,18586977.71207894
161,9991686.227602873
162,19701882.849618185
163,11359422.77981443
164,10302864.207068713
165,14500933.858329866
166,13127400.160691936
167,17117047.195148177
168,13300986.0656351
169,9320614.843680318
170,8390648.86409008
171,15989449.649689697
172,2918465.2229581773
173,4027219.8939526016
174,5729895.511925525
175,10444541.49381814
176,11871259.651979389
177,4588348.1671948945
178,15853980.556477485
179,15348663.710054182
180,6664153.729169686
181,14525506.083830765
182,12626026.361366829
183,16122402.83753436
184,10444541.49381814
185,5253938.604854641
186,4893721.735336737
187,13196450.004360698
188,8548928.398129646
189,4013905.4800344342
190,2998677.705891903
191,10320946.073624965
192,8461018.159672655
193,13088812.71018364
194,3172428.4773645885
195,4893721.735336737
196,6467701.85397628
197,6808814.940715718
198,5032854.414339015
199,17352982.2547562
200,15210503.406106506
201,4932559.416247514
202,15376863.320517175
203,9998332.270668566
204,7704335.043245509
205,3853172.516390911
206,6746156.813612061
207,10724271.274081416
208,16176625.573412433
209,5551825.113109012
210,15218663.896042781
211,18201567.33527109
212,7707736.556721378
213,7553535.750306367
214,6107280.569684153
215,11138855.136177683
216,10354327.495096296
217,10313945.737108573
218,3219830.52425465
219,18515456.97192285
220,2455960.4559944225
221,18308563.250747938
222,3992067.3434312292
223,5708131.378224533
224,14246262.072024183
225,19477136.56856847
226,9692335.913655356
227,7893031.878889729
228,7662687.019496339
229,2930876.1470281994
230,10438819.336300991
231,14556645.992566627
232,12551574.982423188
233,14227616.715912053
234,17159266.877027266
235,9298571.583818153
236,15871391.563297225
237,2725167.0475031277
238,8536993.221344363
239,6167992.107915291
240,10303742.643659685
241,11607982.42602142
242,9016877.929112775
243,10790490.506889148
244,5596902.6853252705
245,13033567.302983833
246,7396414.448362212
247,2208676.7763809604
248,15625253.216472281
249,4260736.259267352
250,13655894.898204926
251,11359422.77981443
252,15368385.61886801
253,19214253.995464362
254,5506413.014615963
255,15853980.556477485
256,7950934.039297138
257,4266179.1065744
258,14140959.971896298
259,5546444.167810939
260,10790490.506889148
261,15112214.004280172
262,5544798.66202406
263,9698989.811641028
264,3245729.526695859
265,17043655.728476573
266,7283486.881391328
267,14518856.508952945
268,6953601.103880124
269,13987713.719641345
270,6654772.906157823
271,14742518.088145012
272,2690669.5351757454
273,3779742.7455102936
274,4761612.903775904
275,9065081.215540592
276,3393491.2682157727
277,2468802.98081535
278,17351965.373115648
279,4527495.233506359
280,6701943.212783368
281,10790490.506889148
282,7490794.556970428
283,12723019.557600724
284,4534362.421038243
285,2650692.538265684
286,3327630.657645722
287,8102163.319703189
288,6768968.475350629
289,6026179.518800175
290,4043643.3421864575
291,5325381.376959756
292,7490794.556970428
293,17550145.138403784
294,3035124.65632131
295,4643501.132640572
296,3172428.4773645885
297,12723019.557600724
298,4534362.421038243
299,2650692.538265684
300,3327630.657645722
301,8102163.319703189
302,6768968.475350629
303,6026179.518800175
304,4043643.3421864575
305,5325381.376959756
306,7490794.556970428
307,17550145.138403784
308,3035124.65632131
309,4643501.132640572
310,3172428.4773645885
311,12723019.557600724
312,4534362.421038243
313,2650692.538265684
314,3327630.657645722
315,8102163.319703189
316,6768968.475350629
317,6026179.518800175
318,4043643.3421864575
319,5325381.376959756
320,7490794.556970428
321,17550145.138403784
322,3035124.65632131
323,4643501.132640572
324,3172428.4773645885
